ejercicio_presupuestario,jurisdiccion_id,jurisdiccion_desc,subjurisdiccion_id,subjurisdiccion_desc,servicio_id,servicio_desc,programa_id,programa_desc,subprograma_id,subprograma_desc,tipo_medicion_fisica,medicion_fisica_id,medicion_fisica_desc,unidad_medida_id,unidad_medida_desc,totalizador_avance_fisico,programacion_inicial_DA,programacion_anual_vig_cierre,ejecucion_anual_de_cierre,causa_desvio,causa_desvio_detalle,causa_desvio_comentario,observaciones,ultima_actualizacion_fecha
2022,51,Ministerio de Desarrollo Productivo,0,Ministerio de Desarrollo Productivo,624,Servicio Geológico Minero Argentino,16,Desarrollo y Aplicacion de la Tecnologia Minera,0,Desarrollo y Aplicacion de la Tecnologia Minera,Meta,3955,Asistencia al Sector Minero,27,Informe,Suma: el total es la suma de las cantidades,6,14,16,Otras Causas,Otras Causas,Mayor requerimientos de consultas e informes por parte de empresas y del sector interno.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,51,Ministerio de Desarrollo Productivo,0,Ministerio de Desarrollo Productivo,624,Servicio Geológico Minero Argentino,19,Produccion de Informacion Geologica de Base,0,Produccion de Informacion Geologica de Base,Indicador,518,Tasa de Avance de Cobertura del Territorio Continental Argentino con Cartas Geológicas 1:250.000,1187,Porcentaje,Suma: el total es la suma de las cantidades,,67,"65,30",Otras Causas,Otras Causas,Falta de presupuesto para realizar relevamientos de campo necesarios para avanzar con la cartografía geológica.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,51,Ministerio de Desarrollo Productivo,0,Ministerio de Desarrollo Productivo,624,Servicio Geológico Minero Argentino,19,Produccion de Informacion Geologica de Base,0,Produccion de Informacion Geologica de Base,Meta,1129,Elaboración Cartas Geológicas y Temáticas,419,Mapa,Suma: el total es la suma de las cantidades,15,15,15,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,51,Ministerio de Desarrollo Productivo,0,Ministerio de Desarrollo Productivo,624,Servicio Geológico Minero Argentino,19,Produccion de Informacion Geologica de Base,0,Produccion de Informacion Geologica de Base,Meta,1130,Cartografía Digital,784,Mapa digitalizado,Suma: el total es la suma de las cantidades,15,15,10,Otras Causas,Otras Causas,"Tareas de mantenimiento del sistema SIGAM (diccionarios, scrip, salidas gráficas, etc) por lo que no se pudieron realizar los trabajos programados","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,51,Ministerio de Desarrollo Productivo,0,Ministerio de Desarrollo Productivo,624,Servicio Geológico Minero Argentino,19,Produccion de Informacion Geologica de Base,0,Produccion de Informacion Geologica de Base,Meta,1131,Impresión Cartas Geológicas e Informes,148,Publicación,Suma: el total es la suma de las cantidades,15,15,15,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,51,Ministerio de Desarrollo Productivo,0,Ministerio de Desarrollo Productivo,624,Servicio Geológico Minero Argentino,19,Produccion de Informacion Geologica de Base,0,Produccion de Informacion Geologica de Base,Meta,1945,Elaboración de Cartas Imágen y Análisis Espectrales,419,Mapa,Suma: el total es la suma de las cantidades,20,20,20,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,51,Ministerio de Desarrollo Productivo,0,Ministerio de Desarrollo Productivo,624,Servicio Geológico Minero Argentino,19,Produccion de Informacion Geologica de Base,0,Produccion de Informacion Geologica de Base,Meta,1946,Edición Bases Topográficas y Modelos de Elevación Digital,419,Mapa,Suma: el total es la suma de las cantidades,10,10,10,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,51,Ministerio de Desarrollo Productivo,0,Ministerio de Desarrollo Productivo,624,Servicio Geológico Minero Argentino,19,Produccion de Informacion Geologica de Base,0,Produccion de Informacion Geologica de Base,Meta,3257,Evaluación y Promoción del Uso de los Recursos Minerales,27,Informe,Suma: el total es la suma de las cantidades,4,4,4,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,51,Ministerio de Desarrollo Productivo,0,Ministerio de Desarrollo Productivo,624,Servicio Geológico Minero Argentino,19,Produccion de Informacion Geologica de Base,0,Produccion de Informacion Geologica de Base,Meta,3258,Estudios del Potencial de los Recursos Geotérmicos,27,Informe,Suma: el total es la suma de las cantidades,2,2,2,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",36,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,0,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Indicador,345,Consumo per cápita de proteína animal (vacuna+porcina+aviar) (ODS 2.3.2),1912,Cantidad de Kg/cap/año,Suma: el total es la suma de las cantidades,,"111,64","111,64",-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",36,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,0,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Meta,412,Control de Tráfico Pesquero Marítimo,718,Buque Monitoreado,Promedio: el total es la suma de las cantidades dividido el número de cantidades,500,500,461,Otras Causas,Otras Causas,"cambios en las dinámicas de explotación de las diferentes flotas que operan en el mar argentino.   Es decir, variaciones en los precios de exportación de los productos del mar en los mercados internacionales, que   hicieron más o menos atractivo la explotación de determinadas especies","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",36,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,0,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Meta,1118,Asistencia Financiera a Productores Forestales,378,Hectárea Forestada,Suma: el total es la suma de las cantidades,9956,60000,41044,Otras Causas,Otras Causas,"El desvío entre la información suministrada en la programación anual de las metas físicas (60.000 ha. - NO-2022-59995158-APN-DNDFI#MAGYP) y lo ejecutado (41.044,61 ha.), obedece a la participación relativa de cada actividad promocionada en el total de los recursos presupuestarios disponibles.     Se verifica entonces una mayor representación que la prevista de aquellas actividades de mayor costo, que absorbieron así una proporción mayor de los recursos presupuestarios sobre aquellas actividades de menor costo, lo que resultó en una menor superficie total beneficiada.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",36,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,0,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Meta,1618,Control de Buques Pesqueros,24,Inspección,Suma: el total es la suma de las cantidades,7040,6200,5666,Otras Causas,Otras Causas,"está directamente vinculado a la cantidad de   desembarques de productos derivados de la actividad pesquera, reflejados en documentos denominados “Actas de   Descarga”.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",36,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,0,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Meta,2803,Asistencia Financiera para MiPyMEs Foresto Industriales,2116,Asistencia Otorgada,Suma: el total es la suma de las cantidades,,27,25,Otras Causas,Otras Causas,El desvío negativo se debe a que la operatoria de créditos era una convocatoria abierta por lo cual establecer el número exacto de créditos que se iban a presentar y finalmente firmar los convenios era difícil de establecer con exactitud.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",36,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,0,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Meta,2903,Asistencia Técnica a Productores Industriales,129,Beneficiario,Suma: el total es la suma de las cantidades,1278,300,334,Otras Causas,Otras Causas,"En los trimestres anteriores la ejecución fue levemente menor a la prevista debido a que en un principio no se podía asegurar la presencialidad de los cursos habiendose previsto el número de participantes en modalidad virtual la cual solia tener una demanda de participantes mayor a la modalidad presencial, por lo tanto al haberse sumado  a partir de la pandemia la modalidad de cursos virtuales permitió que pueda participar más gente, también al igual que con los créditos las capacitaciones tenían inscripción libre por lo cual era difícil tener un número exacto de participantes hasta que no estuvieran finalizados.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",36,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,0,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Meta,3869,Difusión de Estadísticas de Pesca y Acuicultura,148,Publicación,Suma: el total es la suma de las cantidades,80,80,80,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",36,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,0,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Meta,3919,Asistencia Financiera a Productores Caprinos,1797,Proyecto Aprobado,Suma: el total es la suma de las cantidades,6,25,47,Otras Causas,Otras Causas,"el desvio corresponde a que se disminuyo el monto de solicitud de aporte, permitiendo generar mas aportes y llegar a mas productores.    La unidades ejecutoria provinciales realizan la convocatoria para la presentación de  beneficios en el marco de la ejecución del Régimen Ovino/Caprino. En base a las necesidades de los productores se aprueban beneficios hasta el total de la asignación de fondos autorizada a cada provincia, dichos beneficios son otorgados en base a las necesidades y capacidad de devolución de los productores por tal motivo los monto de los mismos pueden ser mayores o menores a los proyectado al momento de la planificación de las metas las cuales resultan de un monto promedio de los beneficios otorgados anteriormente, actualizados.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",36,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,0,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Meta,3920,Asistencia Financiera a Productores Ovinos,1797,Proyecto Aprobado,Suma: el total es la suma de las cantidades,230,170,390,Otras Causas,Otras Causas,"En el caso de las metas sobre ejecutadas se pudieron dar mas beneficios dado que los mismos solicitaron montos menores.   La unidades ejecutoria provinciales realizan la convocatoria para la presentación de  beneficios en el marco de la ejecución del Régimen Ovino/Caprino. En base a las necesidades de los productores se aprueban beneficios hasta el total de la asignación de fondos autorizada a cada provincia, dichos beneficios son otorgados en base a las necesidades y capacidad de devolución de los productores por tal motivo los monto de los mismos pueden ser mayores o menores a los proyectado al momento de la planificación de las metas las cuales resultan de un monto promedio de los beneficios otorgados anteriormente, actualizados. A la dificultad de poder establecer un proyección de la manera más acertada este ejercicio se suma que es el primer ejercicio que se dispone de un presupuesto de 850.000.000.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",36,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,0,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Meta,4344,Realización de Campañas para el Estudio de Especies Dulciacuícolas,1584,Campaña Realizada,Suma: el total es la suma de las cantidades,,4,4,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",36,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,0,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Meta,4345,Promoción del Consumo de Pescado,270,Evento,Suma: el total es la suma de las cantidades,,8,8,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",38,Programa Federal de Reconversion Productiva y Apoyo a la Actividad Ganadera,0,Programa Federal de Reconversion Productiva y Apoyo a la Actividad Ganadera,Indicador,493,Toneladas de Carne Faenada - Res con Hueso,107,Tonelada,Suma: el total es la suma de las cantidades,,3093,3093,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",38,Programa Federal de Reconversion Productiva y Apoyo a la Actividad Ganadera,0,Programa Federal de Reconversion Productiva y Apoyo a la Actividad Ganadera,Meta,4400,Asistencia Financiera a Frigoríficos para Optimizar el Desarrollo del Proceso de Troceo,2133,Frigorífico Asistido,Suma: el total es la suma de las cantidades,,200,64,Otras Causas,Otras Causas,La demanda de los beneficios corresponde a la adecuación de la infraestructura de los mismos para poder cumplir con la normativa de troceo de la media res desde el sector solicitaron prórroga lo que ocasionó que la demanda de este beneficio fuera menor,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",38,Programa Federal de Reconversion Productiva y Apoyo a la Actividad Ganadera,0,Programa Federal de Reconversion Productiva y Apoyo a la Actividad Ganadera,Meta,4401,Asistencia Financiera a Productores Ganaderos para el Incremento de la Productividad y la Competitividad de la Cadena Cárnica Ar,379,Productor Asistido,Suma: el total es la suma de las cantidades,,1000,5599,Otras Causas,Otras Causas,Este se ejecuta mediante convenios entre esta Secretaria y las Provincias por tal motivo la proyección de beneficios a atender puede variar en base a las forma definitiva que dichos convenios se ejecuten,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",39,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,0,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,Meta,3337,Asistencia Técnica a Pobladores Rurales (PISEAR),129,Beneficiario,Suma: el total es la suma de las cantidades,6666,0,1030,Otras Causas,Otras Causas,"Las demoras que se sucedieron en 2021 resultaron en un corrimiento del cronograma de ejecución, desplazándose hacia 2022. A esto se suma la extensión de la ejecución del Programa hasta Noviembre de 2022, decidido en la última  Misión de Supervisión del BIRF en Mayo-Junio 2022.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",39,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,0,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,Meta,3338,Asistencia Financiera a Pobladores Rurales (PISEAR),1003,Proyecto Financiado,Suma: el total es la suma de las cantidades,247,0,375,Otras Causas,Otras Causas,"Las demoras que se sucedieron en 2021 resultaron en un corrimiento del cronograma de ejecución, desplazándose hacia 2022. A esto se suma la extensión de la ejecuión del Programa hasta Noviembre de 2022, decidido en la última  Misión de Supervisión del BIRF en Mayo-Junio 2022","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",39,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,0,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,Meta,3750,Asistencia Financiera a Pobladores Rurales (PROCANOR),1003,Proyecto Financiado,Suma: el total es la suma de las cantidades,179,150,182,Otras Causas,Otras Causas,"Si bien la ejecución del 4to trimestre ha sido menor a lo programado, esto se debió a la ejecución anticipada en los trimestres anteriores gracias a la mejora en los procedimientos y por ende concreción de los desembolsos tanto en la puesta en marcha de los proyectos integrales aprobados tanto en el marco del Plan En Nuestras Manos como a través de las Unidades Ejecutoras Provinciales.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",39,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,0,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,Meta,3751,Asistencia Financiera a Pobladores Rurales (PRODECCA),1003,Proyecto Financiado,Suma: el total es la suma de las cantidades,38,30,12,Otras Causas,Otras Causas,"El desvío persiste de manera negativa dadas las tardanzas en los circuitos administrartivos que conllevan la aprobación, firma de convenios y desembolsos correspondientes","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",39,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,0,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,Meta,3752,Asistencia Técnica a Pobladores Rurales (PROCANOR),129,Beneficiario,Suma: el total es la suma de las cantidades,2144,2250,2638,Otras Causas,Otras Causas,"Si bien la ejecución del 4to trimestre ha sido menor a lo programado, esto se debió a la ejecución anticipada en los trimestres anteriores gracias a la mejora en los procedimientos y por ende concreción de los desembolsos tanto en la puesta en marcha de los proyectos integrales aprobados tanto en el marco del Plan En Nuestras Manos como a través de las Unidades Ejecutoras Provinciales.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",39,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,0,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,Meta,3753,Asistencia Técnica a Pobladores Rurales (PRODECCA),129,Beneficiario,Suma: el total es la suma de las cantidades,950,876,457,Otras Causas,Otras Causas,"El desvío persiste de manera negativa dadas las tardanzas en los circuitos administrartivos que conllevan la aprobación, firma de convenios y desembolsos correspondientes.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",39,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,0,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,Meta,4346,Asistencia Financiera para el Fortalecimiento de Capacidades de Productores Agroecológicos y sus Organizaciones,1844,Proyecto Financiado,Suma: el total es la suma de las cantidades,,16,0,Otras Causas,Otras Causas,El Proyecto aún no inició la ejecución. Se encuentra en la etapa de formulación de Proyectos Integrales. En paralelo están en proceso de firma los Acuerdos de ejecución Provincial,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",39,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,0,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,Meta,4542,Asistencia Financiera a Productores en Situación de Riesgo Productivo,1844,Proyecto Financiado,Suma: el total es la suma de las cantidades,,0,390,Otras Causas,Otras Causas,Los desvíos tanto del trimestre como del acumulado anual surgen en razón de que la meta se dio de alta durante el tercer trimestre del año 2022 y no fue cuantificada.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",39,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,0,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,Meta,4543,Asistencia Financiera a Productores para Facilitar Abastecimiento Local,1844,Proyecto Financiado,Suma: el total es la suma de las cantidades,,400,325,Otras Causas,Otras Causas,productores financiados en el trimestre a traves de la constitución de UPAF. El desvio se debe a la falta  de fondos otorgados por las autoridades competentes para posibilitar una mayor ejecucion,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",39,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,0,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,Meta,4544,Asistencia Técnica a Productores para Facilitar Abastecimiento Local,1166,Proyecto Asistido,Suma: el total es la suma de las cantidades,,2000,2225,Otras Causas,Otras Causas,"La cantidad de proyectos programados deberían haber sido 120 proyectos nucleados en UPAF (Unidades Productivas Asociativas de la Agricultura Familiar), que rondaría los 2000 beneficiarios asistidos pero el ejecutado alcanzado fue de 97 proyectos nucleados en UPAF que corresponden a 2225 productores que recibieron asistencia técnica, esto se debe a que en algunas UPAF se sumaron mas beneficiarios por proyectos. Entonces si bien los proyectos  asistidos son menos los beneficiarios aumentaron porque en este periodo se conformaron grupos más grandes con lo cual se brindó más cantidad de asistencia","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",41,Infraestructura Productiva y Servicios Agricolas,0,Infraestructura Productiva y Servicios Agricolas,Meta,2361,Construcción de Drenajes y Rehabilitación de Canales de Riego,226,Kilómetro,Suma: el total es la suma de las cantidades,10,10,22,Otras Causas,Otras Causas,"El desvío corresponde a la incorporación de dos proyectos al indicador: El proyecto Modernización Sistema de Riego Hijuela Esteban (Mendoza) que  incorpora 10km totales al indicador de los cuales se ejecutó 2,5km durante el 2do semestre, y el proyecto Desarrollo Productivo Sustentable en ex lotes Fiscales 55 y 14 Zona Norte 2 que incorpora 35km al indicador, de los cuales se ejecutó 19km durante el 2do semestre. Durante el año se solicitó la replanificación de este indicador para incorporar estos dos proyectos.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,52,"Ministerio de Agricultura, Ganadería y Pesca",0,"Ministerio de Agricultura, Ganadería y Pesca",363,"Ministerio de Agricultura, Ganadería y Pesca",41,Infraestructura Productiva y Servicios Agricolas,0,Infraestructura Productiva y Servicios Agricolas,Meta,2362,Construcción de Caminos Rurales,226,Kilómetro,Suma: el total es la suma de las cantidades,31,68,"8,50",Otras Causas,Otras Causas,"El desvío en parte se debe a un error de carga de lo programado para los primeros 2 trimestres del año (1,1 para el TRIM I), sumándole las demoras en los procesos de licitación durante el 3er trim.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
